order_id;date_commande;client;produit;categorie;quantite;prix_unitaire;montant_total;region;mode_paiement
100723;2026-03-11;Barre;Caisson tiroirs;Mobilier;18;145.45;2618.1;Auvergne-Rhône-Alpes;Prélèvement
100724;2025-02-22;Meyer;Bureau assis-debout;Mobilier;10;406.92;4069.2;Occitanie;Chèque
100725;2024-10-28;Meunier;Agrafeuse;;31;605.85;18781.35;Île-de-France;Virement
100726;2025-07-28;Letellier;Ramette papier A4;Bureau;30;539.77;16193.1;Occitanie;Chèque
100314;2024-09-16;Roussel Gillet SARL;Bureau assis-debout;Mobilier;18;497.84;8961.12;Grand Est;Virement
100727;2025-07-22;François;Ramette papier A4;Bureau;23;196.55;4520.65;Occitanie;Chèque
100728;2025-05-24;Moulin;Café 1kg;;28;734.62;20569.36;Occitanie;Virement
100729;2025-11-04;Barre;Lingettes écran;Consommables;11;351.62;3867.82;Occitanie;Prélèvement
100730;2025-09-05;Pruvost;Café 1kg;Consommables;37;279.71;12868.62;Bretagne;Carte
100731;2025-07-28;Guilbert S.A.;Switch 8 ports;;20;376.51;7530.2;Occitanie;Virement
100732;2024-10-27;Joly;Ramette papier A4;Bureau;36;801.23;28844.28;Auvergne-Rhône-Alpes;Virement
100733;2025-02-16;Pruvost;Cartouche encre;Bureau;14;117.47;1644.58;Île-de-France;Chèque
100734;2026-06-17;Goncalves;Câble RJ45 5m;Réseau;33;268.04;8845.32;Grand Est;Prélèvement
100735;2025-08-01;Ledoux Marques SA;Lingettes écran;Consommables;15;515.22;7728.3;Grand Est;Virement
100736;2025-07-08;Guilbert S.A.;Clavier mécanique;Informatique;1;384.29;384.29;Île-de-France;Virement
100737;2026-08-12;Gillet SA;Café 1kg;Consommables;24;857.15;20571.6;Auvergne-Rhône-Alpes;Carte
100738;2026-04-29;Goncalves;Café 1kg;;10;84.85;848.5;Auvergne-Rhône-Alpes;Prélèvement
100739;06/12/2025;Meyer;Câble RJ45 5m;Réseau;12;44.55;534.6;Île-de-France;Carte
100740;2026-03-03;Robert;Lingettes écran;Consommables;4;517.5;2070.0;Occitanie;Virement
100741;2024-09-24;Gillet SA;Ordinateur portable;Informatique;26;603.74;15697.24;Grand Est;Chèque
100742;2026-07-06;Pottier Germain SA;Lingettes écran;Consommables;8;893.04;7144.32;Grand Est;Prélèvement
100743;2026-07-25;Pinto Gillet SARL;Point d'accès WiFi;Réseau;15;722.02;10830.3;Occitanie;Carte
100744;2026-04-26;Fischer Muller SA;Clavier mécanique;Informatique;23;766.23;17623.29;Bretagne;Prélèvement
100745;2025-11-30;Letellier;Lingettes écran;Consommables;34;225.53;7668.02;Île-de-France;Prélèvement
100746;2025-07-01;Joly;Caisson tiroirs;Mobilier;9;517.03;4653.27;Grand Est;Virement
100747;2025-09-14;Rocher Briand SARL;Lingettes écran;Consommables;9;652.81;5875.29;Bretagne;
100748;2024-09-13;Vasseur;Café 1kg;Consommables;19;771.13;14651.47;Île-de-France;Virement
100749;2025-06-09;Rocher Briand SARL;Clavier mécanique;Informatique;8;789.0;6312.0;Occitanie;Virement
100750;2025-04-28;Fischer Muller SA;Switch 8 ports;Réseau;30;406.76;12202.8;Bretagne;Carte
100751;2026-04-17;Rocher Briand SARL;Cartouche encre;Bureau;19;251.78;4783.82;Auvergne-Rhône-Alpes;Virement
100752;2025-07-08;Gillet SA;Souris sans fil;Informatique;19;81.37;1546.03;Grand Est;Virement
100753;2026-07-03;Fischer Muller SA;Caisson tiroirs;Mobilier;33;304.61;10052.13;Auvergne-Rhône-Alpes;Chèque
100754;2026-08-02;Letellier;Lingettes écran;Consommables;15;613.25;9198.75;Occitanie;Prélèvement
100755;2026-06-20;Joubert Chauveau S.A.;Cartouche encre;Bureau;20;72.28;1445.6;Île-de-France;Prélèvement
100756;2025-07-31;Duhamel Wagner SARL;Café 1kg;Consommables;20;839.82;16796.4;Auvergne-Rhône-Alpes;Chèque
100757;2025-11-01;Letellier;Lingettes écran;Consommables;8;116.84;934.72;Bretagne;Chèque
100758;2026-04-12;Ledoux Marques SA;Ordinateur portable;Informatique;27;22.92;618.84;Île-de-France;Chèque
100759;2026-04-02;Monnier;Clavier mécanique;Informatique;22;700.97;15421.34;Île-de-France;Carte
100101;2025-09-13;Ledoux Marques SA;Bloc-notes;Bureau;10;753.97;7539.7;Île-de-France;Virement
100760;2025-11-07;Pruvost;Ordinateur portable;Informatique;11;282.52;3107.72;Auvergne-Rhône-Alpes;Virement
100761;2026-05-23;Leconte Da Costa et Fils;Ordinateur portable;Informatique;18;567.37;10212.66;Auvergne-Rhône-Alpes;Prélèvement
100762;21/12/2025;Rey Bodin S.A.S.;Câble RJ45 5m;Réseau;33;508.54;16781.82;Bretagne;Carte
100763;2026-08-07;Hoareau SA;Cartouche encre;Bureau;39;253.28;17187.0;Grand Est;Prélèvement
100764;27/02/2025;Monnier;Lingettes écran;Consommables;17;485.43;8252.31;Occitanie;Chèque
100765;2025-09-23;Rocher Briand SARL;Agrafeuse;;12;296.4;4616.47;Bretagne;Chèque
100766;2025-02-26;Goncalves;Gobelets x100;Consommables;17;373.54;6350.18;Auvergne-Rhône-Alpes;Carte
100767;2025-04-08;Raynaud et Fils;"Écran 27""";Informatique;28;37.87;1060.36;Occitanie;Carte
100768;2025-08-13;Monnier;Agrafeuse;Bureau;34;588.06;19994.04;Île-de-France;Prélèvement
100769;2025-09-21;Pinto Gillet SARL;Câble RJ45 5m;Réseau;15;635.49;9532.35;Île-de-France;Carte
100770;2024-10-01;Meyer;Bureau assis-debout;Mobilier;20;331.34;6626.8;Occitanie;Chèque
100771;2025-07-08;François;Ramette papier A4;Bureau;15;394.91;5923.65;Occitanie;Virement
100772;2025-05-28;Moulin;"Écran 27""";Informatique;32;608.97;19487.04;Auvergne-Rhône-Alpes;Prélèvement
100773;2026-02-10;Roussel Gillet SARL;Chaise ergonomique;Mobilier;11;233.13;2564.43;Bretagne;Carte
100774;18/02/2026;Pruvost;"Écran 27""";Informatique;33;102.15;3370.95;Occitanie;Prélèvement
100775;21/05/2026;Laurent et Fils;Gobelets x100;Consommables;9;857.73;7719.57;Grand Est;Carte
100776;2025-07-20;Joly;Agrafeuse;Bureau;21;642.17;13485.57;Auvergne-Rhône-Alpes;Prélèvement
100777;2026-03-25;Guillon;Ramette papier A4;Bureau;23;764.75;17589.25;Occitanie;Carte
100778;2025-01-15;Leconte Da Costa et Fils;Chaise ergonomique;Mobilier;33;465.24;15352.92;Grand Est;Prélèvement
100779;23/06/2026;Ledoux Marques SA;Câble RJ45 5m;Réseau;29;361.26;10476.54;Occitanie;Virement
100780;2025-09-07;François;Chaise ergonomique;;29;634.98;18414.42;Île-de-France;
100781;2026-08-24;François;Caisson tiroirs;Mobilier;4;793.35;3173.4;Bretagne;Prélèvement
100782;2024-12-17;Techer;Clavier mécanique;Informatique;2;779.16;1558.32;Occitanie;Carte
100783;2026-01-05;Fischer Muller SA;"Écran 27""";;16;491.28;7860.48;Bretagne;Carte
100784;2025-10-28;Bègue Didier S.A.R.L.;Chaise ergonomique;Mobilier;34;312.71;10632.14;Île-de-France;Virement
100785;29/09/2024;Leleu Charpentier SA;Agrafeuse;Bureau;10;746.13;7461.3;Île-de-France;Prélèvement
100786;14/08/2026;Bousquet;Gobelets x100;Consommables;31;460.13;14264.03;Bretagne;Carte
100787;2025-07-12;Gillet SA;"Écran 27""";Informatique;18;584.89;10528.02;Bretagne;Virement
100788;2025-12-12;Vasseur;Ramette papier A4;Bureau;37;173.41;6416.17;Grand Est;Virement
100789;2025-11-21;Pruvost;Bloc-notes;Bureau;13;83.84;1089.92;Grand Est;Carte
100790;2026-02-05;Letellier;"Écran 27""";Informatique;14;850.04;11900.56;Île-de-France;Virement
100791;30/09/2024;Guillon;Clavier mécanique;Informatique;8;852.33;6818.64;Île-de-France;Carte
100792;2024-11-13;Rey Bodin S.A.S.;Cartouche encre;Bureau;21;625.93;13144.53;Grand Est;Carte
100793;2026-01-21;Verdier;Ramette papier A4;Bureau;17;144.03;2448.51;Île-de-France;Virement
100794;2025-08-07;Rey Bodin S.A.S.;Lingettes écran;Consommables;23;470.65;10824.95;Occitanie;Virement
100795;2024-12-23;Joly Gallet SA;Café 1kg;Consommables;36;127.18;4578.48;Grand Est;Chèque
100796;2026-07-14;Hoareau SA;Ramette papier A4;Bureau;24;523.96;12575.04;Île-de-France;Carte
100797;2025-09-02;Pruvost;Ramette papier A4;Bureau;17;421.14;7159.38;Occitanie;Prélèvement
100798;2025-01-28;Regnier;Point d'accès WiFi;Réseau;22;74.45;1637.9;Île-de-France;Virement
100799;2024-10-18;Maury S.A.R.L.;Ramette papier A4;Bureau;27;408.97;11042.19;Île-de-France;Virement
100800;2025-03-30;Barre;Lingettes écran;Consommables;11;766.98;8436.78;Auvergne-Rhône-Alpes;Chèque
100801;2025-06-30;Verdier;Chaise ergonomique;Mobilier;3;138.91;416.73;Auvergne-Rhône-Alpes;Chèque
100802;21/05/2025;Guilbert S.A.;Cartouche encre;Bureau;39;836.93;32640.27;Occitanie;Chèque
100803;20/02/2025;Rocher Briand SARL;Agrafeuse;Bureau;26;408.59;10623.34;Auvergne-Rhône-Alpes;Chèque
100804;2025-08-28;Vasseur;Switch 8 ports;;39;284.76;11105.64;Bretagne;Prélèvement
100805;2025-05-20;Leconte Da Costa et Fils;Bloc-notes;Bureau;17;597.3;10154.1;Bretagne;Prélèvement
100806;2025-05-29;Barre;Agrafeuse;Bureau;8;577.06;4616.48;Grand Est;Virement
100807;2026-04-23;Ledoux Marques SA;"Écran 27""";Informatique;26;762.46;19823.96;Île-de-France;Prélèvement
100808;2026-07-24;Pottier Germain SA;Câble RJ45 5m;Réseau;21;123.48;2593.08;Bretagne;Carte
100809;2025-06-30;Robert;Chaise ergonomique;Mobilier;26;240.04;6241.04;Île-de-France;Chèque
100810;2025-04-13;Leconte Da Costa et Fils;Caisson tiroirs;Mobilier;8;493.36;3946.88;Bretagne;Prélèvement
100811;2026-04-16;Meyer;Bloc-notes;Bureau;8;858.17;6865.36;Occitanie;Prélèvement
100812;2026-06-17;Joubert Chauveau S.A.;Caisson tiroirs;Mobilier;29;147.07;4265.03;Auvergne-Rhône-Alpes;Virement
100813;2025-08-02;Meyer;Souris sans fil;Informatique;26;626.3;16283.8;Grand Est;Virement
100814;2025-03-23;Monnier;Gobelets x100;Consommables;16;378.85;6061.6;Île-de-France;Virement
100815;2026-06-19;Monnier;Câble RJ45 5m;Réseau;18;517.44;9313.92;Grand Est;Carte
100816;2024-11-11;Rocher Briand SARL;"Écran 27""";Informatique;14;656.89;9196.46;Occitanie;Chèque
100817;09/09/2025;Leleu Charpentier SA;Point d'accès WiFi;Réseau;12;556.09;6673.08;Bretagne;Virement
100818;2024-09-24;Pottier Germain SA;Chaise ergonomique;Mobilier;30;752.66;22579.8;Île-de-France;Virement
100819;2026-04-13;Bousquet;Cartouche encre;Bureau;9;560.37;5043.33;Occitanie;Prélèvement
100820;2025-11-01;Leconte Da Costa et Fils;Chaise ergonomique;Mobilier;23;504.63;17126.58;Auvergne-Rhône-Alpes;Prélèvement
100821;2024-10-19;Joubert Chauveau S.A.;Café 1kg;Consommables;38;655.63;24913.94;Occitanie;Chèque
100822;2025-06-07;Duhamel Wagner SARL;Cartouche encre;Bureau;25;694.19;21498.99;Auvergne-Rhône-Alpes;Prélèvement
100823;2025-03-02;Bousquet;Cartouche encre;Bureau;34;778.93;26483.62;Occitanie;Carte
100824;2026-01-26;David Gomes S.A.R.L.;Lingettes écran;Consommables;22;798.56;17568.32;Occitanie;Prélèvement
100825;2024-11-01;Fischer Muller SA;Café 1kg;Consommables;2;432.39;864.78;Occitanie;Prélèvement
100826;2026-05-08;Monnier;Lingettes écran;;31;385.83;11960.73;Île-de-France;
100827;2026-01-28;Fischer Muller SA;Ramette papier A4;Bureau;5;770.66;3853.3;Île-de-France;Prélèvement
100828;2024-10-10;Leleu Charpentier SA;Gobelets x100;Consommables;1;32.07;32.07;Occitanie;Carte
100829;2026-04-17;Moulin;Chaise ergonomique;Mobilier;3;621.99;1865.97;Île-de-France;Carte
100830;2024-10-03;Leleu Charpentier SA;Switch 8 ports;Réseau;20;395.35;12392.97;Bretagne;
100831;2025-03-20;Joly;Ordinateur portable;Informatique;17;65.84;1119.28;Auvergne-Rhône-Alpes;Virement
100832;2025-02-10;Meyer;Gobelets x100;Consommables;25;774.29;19357.25;Île-de-France;Chèque
100833;2026-06-22;Laurent et Fils;Ordinateur portable;;28;364.93;10218.04;Bretagne;Carte
100834;2024-09-24;Joubert Chauveau S.A.;Point d'accès WiFi;Réseau;8;896.11;7168.88;Bretagne;Prélèvement
100835;2026-01-04;Goncalves;Clavier mécanique;Informatique;14;887.3;12422.2;Bretagne;Prélèvement
100836;2025-01-05;Rey Bodin S.A.S.;Clavier mécanique;Informatique;31;630.08;19532.48;Occitanie;Prélèvement
100837;13/03/2025;Martinez SA;Point d'accès WiFi;Réseau;26;122.26;3178.76;Grand Est;Carte
100838;2024-12-16;Joubert Chauveau S.A.;Ramette papier A4;Bureau;17;498.02;8466.34;Grand Est;Carte
100839;2025-09-11;Martinez SA;Câble RJ45 5m;Réseau;37;796.38;29466.06;Grand Est;Virement
100840;2026-02-10;François;Café 1kg;Consommables;3;97.02;291.06;Île-de-France;Chèque
100841;2024-12-06;Vasseur;Point d'accès WiFi;Réseau;9;57.34;516.06;Bretagne;Virement
100842;21/11/2025;Barre;Lingettes écran;Consommables;10;405.52;6329.97;Occitanie;Chèque
100843;2025-02-25;Raynaud et Fils;Ordinateur portable;Informatique;4;65.91;263.64;Auvergne-Rhône-Alpes;Chèque
100844;2025-09-05;Laurent et Fils;Chaise ergonomique;Mobilier;12;302.35;3628.2;Grand Est;Virement
100845;2026-03-06;Goncalves;Caisson tiroirs;Mobilier;28;160.46;4492.88;Occitanie;Carte
100846;2025-03-27;Moulin;Lingettes écran;Consommables;27;659.62;17809.74;Bretagne;Virement
100847;2026-04-27;Bertrand;Chaise ergonomique;Mobilier;19;781.6;14850.4;Bretagne;Chèque
100848;2025-06-22;Duhamel Wagner SARL;Lingettes écran;Consommables;39;429.7;16758.3;Occitanie;
100849;2025-01-17;Bègue Didier S.A.R.L.;Chaise ergonomique;Mobilier;18;20.67;372.06;Bretagne;Prélèvement
100850;2025-12-23;Rey Bodin S.A.S.;Cartouche encre;Bureau;11;169.71;1866.81;Île-de-France;Prélèvement
100851;2025-12-24;Moulin;Café 1kg;Consommables;33;419.72;13850.76;Grand Est;Carte
100852;2026-04-12;Meunier;Caisson tiroirs;Mobilier;29;256.26;7431.54;Grand Est;Chèque
100853;2026-03-20;Regnier;Gobelets x100;Consommables;13;734.32;9546.16;Île-de-France;Prélèvement
100854;2024-12-06;Verdier;Caisson tiroirs;Mobilier;19;726.62;13805.78;Île-de-France;Virement
100855;2026-05-06;Regnier;Switch 8 ports;Réseau;20;771.35;15427.0;Occitanie;Chèque
100856;07/06/2026;Barre;Switch 8 ports;Réseau;39;554.73;21634.47;Île-de-France;Prélèvement
100857;2025-01-14;Joly;Switch 8 ports;Réseau;36;196.32;7067.52;Grand Est;
100858;2025-05-08;Joly Gallet SA;Ordinateur portable;Informatique;11;69.28;762.08;Occitanie;Prélèvement
100859;2024-12-01;Hoareau SA;Bureau assis-debout;Mobilier;9;531.18;4780.62;Auvergne-Rhône-Alpes;Chèque
100860;2025-12-02;Joubert Chauveau S.A.;Câble RJ45 5m;Réseau;10;897.59;8975.9;Bretagne;Virement
100861;2024-09-28;Roussel Gillet SARL;Ramette papier A4;Bureau;16;311.14;4978.24;Île-de-France;Chèque
100862;2026-08-31;David Gomes S.A.R.L.;Clavier mécanique;Informatique;35;234.21;8197.35;Auvergne-Rhône-Alpes;Virement
100863;2025-05-09;Vallet Guilbert S.A.S.;Bureau assis-debout;Mobilier;18;709.5;12771.0;Bretagne;Carte
100864;30/11/2025;Roussel Gillet SARL;Caisson tiroirs;Mobilier;36;557.45;20068.2;Grand Est;Virement
100865;2026-02-17;Joly Gallet SA;Câble RJ45 5m;Réseau;13;667.82;8681.66;Auvergne-Rhône-Alpes;Prélèvement
100866;2026-08-15;Vallet Guilbert S.A.S.;Switch 8 ports;;26;62.72;1630.72;Île-de-France;Prélèvement
100867;2025-06-27;Laurent et Fils;Café 1kg;Consommables;11;24.4;268.4;Occitanie;Prélèvement
100868;2025-07-14;Martinez SA;Switch 8 ports;Réseau;1;512.56;512.56;Occitanie;Chèque
100869;2026-03-18;Pottier Germain SA;Bloc-notes;Bureau;39;789.7;30798.3;Occitanie;Prélèvement
100870;10/02/2025;Joly Gallet SA;Chaise ergonomique;Mobilier;39;591.05;23050.95;Occitanie;Prélèvement
100871;2024-11-07;Letellier;Agrafeuse;Bureau;34;283.87;9651.58;Bretagne;Chèque
100872;2025-12-12;Leleu Charpentier SA;Café 1kg;Consommables;30;594.2;17826.0;Grand Est;Chèque
100873;27/02/2026;Verdier;Chaise ergonomique;Mobilier;16;530.72;8491.52;Bretagne;Carte
100874;2026-06-16;Martinez SA;"Écran 27""";Informatique;35;461.81;16163.35;Grand Est;Chèque
100875;2026-01-09;Joubert Chauveau S.A.;Ramette papier A4;Bureau;17;177.33;3014.61;Auvergne-Rhône-Alpes;Virement
100876;2025-03-16;Ledoux Marques SA;Câble RJ45 5m;Réseau;31;204.12;6327.72;Île-de-France;
100877;2024-11-27;Ledoux Marques SA;Caisson tiroirs;Mobilier;20;140.51;2810.2;Île-de-France;Chèque
100878;2026-03-04;Pottier Germain SA;Chaise ergonomique;Mobilier;5;468.0;2340.0;Île-de-France;Carte
100879;2026-05-02;Vasseur;Bureau assis-debout;Mobilier;24;681.35;16352.4;Grand Est;Prélèvement
100880;2025-05-01;Pinto Gillet SARL;Lingettes écran;Consommables;31;19.44;602.64;Bretagne;Carte
100881;2026-07-01;Joly;Câble RJ45 5m;Réseau;22;339.29;7464.38;Bretagne;Virement
100882;2026-02-22;Joly Gallet SA;Bureau assis-debout;Mobilier;26;668.76;17387.76;Bretagne;Carte
100883;19/12/2025;Leleu Charpentier SA;Point d'accès WiFi;Réseau;38;14.55;552.9;Bretagne;Chèque
100884;2026-05-27;Vasseur;Cartouche encre;Bureau;26;553.01;23498.38;Auvergne-Rhône-Alpes;Chèque
100885;2024-12-12;Vasseur;Cartouche encre;Bureau;22;126.02;2772.44;Auvergne-Rhône-Alpes;Virement
100886;2026-05-20;Joly;Switch 8 ports;Réseau;32;748.56;32086.6;Bretagne;Chèque
100887;2025-11-22;Duhamel Wagner SARL;Clavier mécanique;Informatique;32;214.19;6854.08;Auvergne-Rhône-Alpes;Carte
100888;2026-05-09;Ledoux Marques SA;Chaise ergonomique;Mobilier;11;790.37;8694.07;Occitanie;Virement
100889;2024-10-10;Bertrand;Câble RJ45 5m;Réseau;27;441.44;11918.88;Bretagne;Virement
100890;2025-06-05;Letellier;Souris sans fil;;23;588.76;13541.48;Auvergne-Rhône-Alpes;Chèque
100891;27/10/2025;Rey Bodin S.A.S.;Cartouche encre;Bureau;27;526.49;14215.23;Bretagne;Prélèvement
100892;2025-08-07;Regnier;Gobelets x100;Consommables;26;295.8;7690.8;Bretagne;Virement
100893;2026-02-04;Guilbert S.A.;Switch 8 ports;Réseau;24;593.36;14240.64;Grand Est;Virement
100894;23/06/2025;Meyer;Souris sans fil;Informatique;37;583.81;21600.97;Grand Est;Carte
100895;2024-11-01;Leleu Charpentier SA;Clavier mécanique;Informatique;15;215.58;3233.7;Occitanie;
100896;2025-10-06;Monnier;Bureau assis-debout;Mobilier;35;711.79;24912.65;Auvergne-Rhône-Alpes;Prélèvement
100897;2026-01-24;David Gomes S.A.R.L.;Café 1kg;Consommables;13;102.67;1334.71;Bretagne;Chèque
100898;01/06/2025;Bègue Didier S.A.R.L.;Câble RJ45 5m;Réseau;34;896.52;30481.68;Île-de-France;Carte
100899;2024-09-18;Verdier;"Écran 27""";Informatique;39;445.53;17375.67;Île-de-France;Prélèvement
100900;2026-06-30;Techer;Chaise ergonomique;Mobilier;27;557.03;15039.81;Île-de-France;Virement
100901;2025-08-01;Regnier;Bureau assis-debout;Mobilier;31;170.57;5287.67;Île-de-France;Carte
100902;09/06/2026;Fischer Muller SA;Gobelets x100;;31;789.93;24487.83;Occitanie;Virement
100903;2025-09-24;Hoareau SA;Cartouche encre;Bureau;26;270.09;7022.34;Grand Est;Virement
100904;2024-11-29;Regnier;Café 1kg;Consommables;22;696.49;15322.78;Occitanie;Chèque
100905;2025-08-11;Joubert Chauveau S.A.;Clavier mécanique;Informatique;2;613.89;1227.78;Grand Est;Chèque
100906;2025-06-17;Ledoux Marques SA;Lingettes écran;Consommables;25;589.27;14731.75;Occitanie;Chèque
100907;15/01/2026;Leconte Da Costa et Fils;Ordinateur portable;Informatique;1;779.39;779.39;Île-de-France;Carte
100908;2026-08-02;Moulin;Switch 8 ports;Réseau;8;890.71;7125.68;Île-de-France;Carte
100909;2026-06-14;Guillon;Chaise ergonomique;Mobilier;28;228.52;6398.56;Occitanie;Carte
100910;2025-09-01;Raynaud et Fils;Ramette papier A4;Bureau;19;3.46;65.74;Auvergne-Rhône-Alpes;Carte
100911;12/03/2026;Pottier Germain SA;Clavier mécanique;Informatique;34;652.25;37405.84;Auvergne-Rhône-Alpes;Chèque
100912;2025-01-05;Robert;Lingettes écran;Consommables;39;248.27;9682.53;Île-de-France;
100913;2025-08-13;Pottier Germain SA;Bureau assis-debout;Mobilier;39;35.37;1379.43;Grand Est;Chèque
100914;2025-01-23;Meunier;Chaise ergonomique;Mobilier;4;148.15;592.6;Occitanie;Prélèvement
100915;2026-04-01;François;Switch 8 ports;Réseau;12;73.0;876.0;Occitanie;Virement
100916;2025-10-19;David Gomes S.A.R.L.;Lingettes écran;Consommables;26;765.17;19894.42;Bretagne;Chèque
100917;2026-01-27;Fischer Muller SA;Caisson tiroirs;Mobilier;3;821.64;2464.92;Île-de-France;Prélèvement
100918;2025-04-06;Verdier;Switch 8 ports;Réseau;34;657.38;22350.92;Occitanie;Virement
100919;2025-12-31;Hoareau SA;Souris sans fil;Informatique;34;165.27;5619.18;Île-de-France;Carte
100920;2026-05-29;Joly;Bureau assis-debout;Mobilier;14;887.96;12431.44;Auvergne-Rhône-Alpes;Chèque
100921;24/08/2026;Bègue Didier S.A.R.L.;Café 1kg;Consommables;37;197.58;7310.46;Île-de-France;Prélèvement
100922;2025-11-01;Ledoux Marques SA;Souris sans fil;Informatique;17;608.3;10341.1;Grand Est;Carte
100923;2026-05-03;Rey Bodin S.A.S.;Chaise ergonomique;Mobilier;23;495.29;11391.67;Bretagne;Chèque
100924;2025-09-19;Vallet Guilbert S.A.S.;Ramette papier A4;Bureau;26;575.45;14961.7;Occitanie;
100925;2025-09-05;Duhamel Wagner SARL;Gobelets x100;Consommables;11;299.17;3290.87;Île-de-France;Carte
100926;2025-08-13;Hoareau SA;Cartouche encre;Bureau;6;294.72;1768.32;Bretagne;Chèque
100927;2026-06-12;Gillet SA;Switch 8 ports;Réseau;34;621.4;21127.6;Grand Est;Virement
100928;30/03/2026;Laurent et Fils;Chaise ergonomique;Mobilier;5;427.44;2137.2;Auvergne-Rhône-Alpes;Carte
100929;2025-12-13;Joly;Caisson tiroirs;Mobilier;27;195.14;5268.78;Grand Est;Carte
100930;05/04/2025;François;Bloc-notes;Bureau;22;115.36;2537.92;Bretagne;Carte
100931;2025-05-17;Meunier;Lingettes écran;Consommables;16;98.41;1574.56;Occitanie;Virement
100932;02/07/2026;Joly;Agrafeuse;Bureau;33;410.38;13542.54;Occitanie;Chèque
100933;2025-03-18;François;"Écran 27""";Informatique;26;307.63;7998.38;Bretagne;Carte
100934;2026-06-16;Ledoux Marques SA;Café 1kg;Consommables;18;33.35;600.3;Île-de-France;Chèque
100935;04/09/2026;Martinez SA;Café 1kg;;2;120.88;241.76;Bretagne;Prélèvement
100936;2024-11-15;Moulin;Lingettes écran;Consommables;37;684.54;25327.98;Bretagne;
100937;2025-04-13;Meyer;Cartouche encre;Bureau;1;408.87;570.82;Bretagne;Chèque
100938;2026-07-25;Robert;"Écran 27""";;29;654.86;18990.94;Occitanie;Carte
100939;2025-08-25;Regnier;Agrafeuse;Bureau;17;431.69;7338.73;Grand Est;Prélèvement
100940;2025-03-17;Hoareau SA;Caisson tiroirs;Mobilier;39;309.4;12066.6;Auvergne-Rhône-Alpes;Virement
100941;2026-04-14;Maury S.A.R.L.;Switch 8 ports;Réseau;32;386.25;12360.0;Île-de-France;Carte
100942;2025-09-04;Robert;Caisson tiroirs;Mobilier;19;551.48;10478.12;Occitanie;Chèque
100943;2025-11-25;Gillet SA;Ordinateur portable;Informatique;34;532.15;18093.1;Auvergne-Rhône-Alpes;Virement
100944;2025-12-27;Leleu Charpentier SA;Bureau assis-debout;Mobilier;8;242.06;1936.48;Bretagne;Virement
100945;2026-02-09;François;Gobelets x100;Consommables;28;234.84;6575.52;Bretagne;Carte
100946;2025-06-30;Joly;"Écran 27""";Informatique;16;310.25;4964.0;Grand Est;Prélèvement
100947;28/05/2025;Raynaud et Fils;Agrafeuse;Bureau;30;46.48;1394.4;Auvergne-Rhône-Alpes;Chèque
100948;2024-10-01;Robert;Chaise ergonomique;Mobilier;1;701.67;701.67;Occitanie;Virement
100949;2025-09-27;Hoareau SA;Ramette papier A4;Bureau;21;556.18;11679.78;Grand Est;Virement
100950;2026-07-01;Leleu Charpentier SA;Switch 8 ports;Réseau;10;328.97;3289.7;Grand Est;Prélèvement
100951;19/05/2025;Regnier;Agrafeuse;Bureau;19;890.52;16919.88;Grand Est;Prélèvement
100952;2025-01-28;Fischer Muller SA;Agrafeuse;Bureau;34;829.92;28217.28;Île-de-France;Carte
100953;2025-09-22;Leconte Da Costa et Fils;Café 1kg;Consommables;21;513.54;10784.34;Occitanie;Chèque
100954;2025-02-20;Bertrand;Clavier mécanique;Informatique;11;5.95;65.45;Grand Est;Virement
100955;2025-06-11;Hoareau SA;Café 1kg;Consommables;20;75.56;1511.2;Bretagne;
100956;2026-05-21;Guillon;Chaise ergonomique;Mobilier;26;824.84;21445.84;Auvergne-Rhône-Alpes;Prélèvement
100957;28/03/2025;Ledoux Marques SA;Point d'accès WiFi;Réseau;7;675.14;4725.98;Île-de-France;Chèque
100958;2025-05-31;Laurent et Fils;Bureau assis-debout;Mobilier;32;248.26;7944.32;Occitanie;Carte
100959;2025-04-14;Vasseur;Ramette papier A4;Bureau;39;432.33;16860.87;Occitanie;Prélèvement
100960;2026-07-24;Pruvost;Bureau assis-debout;Mobilier;7;43.37;303.59;Occitanie;Prélèvement
100961;2025-12-16;Regnier;Point d'accès WiFi;Réseau;4;536.04;2144.16;Occitanie;Chèque
100962;2026-03-07;Raynaud et Fils;Clavier mécanique;Informatique;9;457.92;4121.28;Bretagne;Carte
100963;2026-07-24;Robert;Ordinateur portable;Informatique;9;451.54;4063.86;Grand Est;Chèque
100964;2025-04-11;Rocher Briand SARL;Agrafeuse;Bureau;18;599.08;10783.44;Grand Est;Carte
100965;2025-11-14;Vasseur;Cartouche encre;Bureau;33;373.76;12334.08;Bretagne;Prélèvement
100966;2024-09-16;Meyer;Clavier mécanique;Informatique;4;614.7;2458.8;Île-de-France;Carte
100967;15/10/2025;Joly Gallet SA;Lingettes écran;Consommables;35;11.66;408.1;Grand Est;Virement
100968;2025-02-04;Regnier;Souris sans fil;Informatique;18;248.89;4480.02;Auvergne-Rhône-Alpes;Carte
100969;14/11/2024;Rey Bodin S.A.S.;"Écran 27""";Informatique;24;591.01;14184.24;Bretagne;Prélèvement
100970;15/03/2025;Pinto Gillet SARL;Ordinateur portable;Informatique;15;725.42;10881.3;Grand Est;Virement
100971;22/03/2026;Techer;Souris sans fil;Informatique;21;567.95;11926.95;Occitanie;Carte
